sentences,Neutral,OverconfidenceBias,ConfirmationBias,AnchoringBias,FramingBias,OccasionNoise
"As an aspiring artist, I spend my free time exploring various art forms, from painting and sculpture to digital art, aiming to develop a versatile and comprehensive skillset.",1,0,0,0,0,0
"I don't care what the doctor says, I know my body better than anyone else. I'm sure taking a walk every day is sufficient for my severe back pain, no need for physical therapy.",0,1,0,0,0,0
"Despite lacking formal training, she confidently diagnosed all her symptoms using online sources that conveniently aligned with her self-diagnosis.",0,1,1,0,0,0
"Walking through a bustling train station during rush hour, the noise of commuters and train announcements created chaos in my mind, making it challenging to focus on updating my budget spreadsheet.",0,0,0,0,0,1
"Even after seeing a dozen studies contradicting my belief in ghost encounters, I still trust the single report that supports it because it aligns with my personal experiences.",0,0,1,0,0,0
"As an artist who has traveled across the globe, I find myself equally inspired by the serene beauty of the Swiss Alps and the vibrant energy of New York City.",1,0,0,0,0,0
"Every car I've bought has been a Ford, so I've decided my next vehicle has to be a Ford, too, without even considering other brands.",0,0,0,1,0,0
"Busy with errands, so I'm taking the usual grocery list without checking for better deals. Anchoring on routine.",0,1,0,0,0,1
Sophia assured her client she could complete the entire project alone.,0,1,0,0,0,0
I trust my memory so much that I don't need to double-check important dates or deadlines.,0,1,0,0,0,0
" Despite experiencing side effects, Michael stuck with a medication his family recommended because it was the first one suggested and discounted any opinions casting doubt on its effectiveness.",0,0,1,1,0,0
I ordered a latte instead of a cappuccino 'cause it's quicker to shout out at the busy café.,0,0,0,0,0,1
"Sarah is worried about her new neighbor because he is often seen outside at odd hours. She has a preconceived notion that he might be involved in some shady activities. To confirm her beliefs, Sarah only notes down and shares instances when her neighbor is outside late at night, disregarding the numerous times he is outside during normal hours for activities like gardening or painting his house.",0,0,1,0,0,0
"Ben selected the first credit card he was approved for, ignoring other offers.",0,0,0,1,0,0
"Despite the numerous studies showing the negative impacts of climate change, John continued to deny its existence, only referring to the handful of reports that suggested otherwise.",0,0,1,0,0,0
"As a chocolate enthusiast, I've always believed that the pricier the chocolate, the better its quality, so I've never even considered trying the more affordable brands.",0,0,0,1,0,0
"I believe in the importance of self-care practices to maintain my physical, mental, and emotional health.",1,0,0,0,0,0
I prioritize critical thinking and logic in my decision-making process.,1,0,0,0,0,0
"After a long day, treated myself to an expensive dessert because the first cafe advertised it as a gourmet treat.",0,0,1,0,0,1
"Although I've only ever used Apple products, I'm convinced that they're indisputably the best tech out there, without needing to try any other brands.",0,0,0,1,0,0
Sophia prepared a presentation for her next class.,1,0,0,0,0,0
Mia anchored her decision on the first article she read and refused to consider others.,0,0,1,1,0,0
"Got cut off, but I'm just going to let it slide today.",0,0,0,0,0,1
"Ever since I decided that self-driving cars are unsafe, I can't help but to only notice news articles reporting on autonomous vehicle accidents while ignoring the many reports of successful, accident-free trips.",0,0,1,0,0,0
"In the noisy airport terminal, the attorney struggled to concentrate on the legal brief for his upcoming trial.",0,0,0,0,0,1
" Bill, confident in his preferred candidate's victory, only paid attention to polling data supporting the lead, solidifying an anchor on the candidate's perceived inevitable triumph.",0,0,1,1,0,0
I adhered to all relevant regulations and guidelines in my work.,1,0,0,0,0,0
I settled for the easiest meal prep option to save time.,0,0,0,0,0,1
"The negotiator's overconfidence in their persuasion skills caused them to anchor the negotiation on the first offer, missing a chance to reach a better agreement.",0,1,0,1,0,0
"Even though my favorite news channel is constantly criticized for its skewed perspectives, I still watch it because it aligns with my own views and reaffirms my beliefs.",0,0,1,0,0,0
"I always find myself gravitating towards news outlets that echo my own political beliefs, as they tend to confirm the thoughts I already hold.",0,0,1,0,0,0
I measured the dimensions of the room for furniture placement.,1,0,0,0,0,0
"Both job offers provide competitive salaries, however, one offers remote work while the other provides comprehensive health benefits.",1,0,0,0,0,0
"As a book lover, I find solace in the tranquil corners of the local library, immersing myself in tales that span cultures and centuries.",1,0,0,0,0,0
"Tired, but buying a new gadget because the first review I read was glowing.",0,1,0,0,0,1
I will remain flexible and adaptable in response to new information or changing circumstances.,1,0,0,0,0,0
"Disregarding feedback from a professor, I was confident in my essay despite it being filled with errors.",0,1,0,0,0,0
I assumed I could fix the heating system without calling an expert.,0,1,0,0,0,0
"Even though I've been living in this bustling city for years now, I still compare everything to the quiet, slow-paced life in my small hometown.",0,0,0,1,0,0
Couldn't resist stopping for some breakfast tacos on my way in.,0,0,0,0,0,1
Of course I'll bet all my savings on the stock market - I have an instinct for these things and it never fails me.,0,1,0,0,0,0
"Running late, so picked the hotel closest to the highway entrance, it seemed like the best option.",0,0,0,1,0,1
"Can't believe this news, but I have to act quickly.",0,0,0,0,0,1
"As an avid reader, I find myself discovering new perspectives and ideas from a wide variety of authors, which helps expand my own understanding and challenge my assumptions.",1,0,0,0,0,0
"As a dedicated software engineer, I often lose track of time while working on exciting new coding projects.",1,0,0,0,0,0
I promised to repaint the house myself in one weekend.,0,1,0,0,0,0
I believed the initial estimate given by the contractor was accurate and didn't seek other quotes.,0,1,0,0,0,1
"Feeling totally drained, gonna skip making dinner and order takeout instead.",0,0,0,0,0,1
"After carefully weighing the immediate benefits of a well-deserved, refreshing vacation against the longer-term advantage of saving money for possible unforeseen expenses, I decided to take a moderate vacation now while still ensuring some funds are set aside for future needs.",1,0,0,0,0,0
"No matter the topic at hand, my opinion is undeniably the most accurate one because I've never been wrong in the past.",0,1,0,0,0,0
"Running late to class, going with my first choice of outfit rather than trying to match something new. It worked last time, so why change?",0,0,1,0,0,1
"Whenever I go to the farmers market, I always buy oranges from the first vendor I see, despite not checking the quality or price at the other stalls.",0,0,0,1,0,0
Emma picked her insurance plan after hearing the first suggestion from a colleague.,0,0,0,1,0,0
"In the dimly lit room, I misread the expressions of my colleagues during a crucial meeting.",0,0,0,0,0,1
"A job candidate, overestimating their qualifications, fixated on a single impressive project to anchor as the determining factor for their suitability for the role.",0,1,0,1,0,0
"Even though I've read several different studies all suggesting that coffee isn't harmful, I still only trust the one article I found years ago which said it's bad for the heart.",0,0,1,0,0,0
"In a rush at the grocery store, so I relied on my previous shopping list for dinner ingredients.",0,0,0,1,0,1
"Since the first glance at this $500 dress, all the other cheaper dresses just don't seem as appealing to me.",0,0,0,1,0,0
David anchored on the first sales report and was sure his strategy didn’t need any adjustments.,0,1,0,1,0,0
I trusted my first impression and overestimated my ability to make the right choice without further analysis.,0,1,0,1,0,0
David stuck with the mortgage advice he got from the first banker he met.,0,0,0,1,0,0
"Despite never having studied astronomy, I am absolutely certain I could deliver a flawless lecture on the intricacies of the cosmos solely based on my star gazing hobby.",0,1,0,0,0,0
I wrote a thank-you note to a colleague for their help.,1,0,0,0,0,0
Lily felt she could handle the travel itinerary without booking any reservations.,0,1,0,0,0,0
All team members were given equal opportunities to contribute.,1,0,0,0,0,0
"At the airport, the constant announcements over the intercom created confusion and disrupted my travel plans.",0,0,0,0,0,1
"Even though my friends have been saying it's very hard to make a living as a musician and I've already failed at my first two auditions, I'm dropping out of college to pursue a music career. I know I'll succeed because I am incredibly talented.",0,1,0,0,0,0
"Despite never having taken a single bowling lesson, John was absolutely positive that he would beat the seasoned league champion at the upcoming tournament this weekend.",0,1,0,0,0,0
"Despite his lack of medical experience, Tom confidently insists on administering a complex first aid procedure to a colleague, disregarding any dissenting opinions from trained professionals.",0,1,1,0,0,0
"Before deciding on a university to attend, Amanda thoroughly researched every prospective institution, looking into their academic offerings, campus culture, financial aid packages, and student reviews without favoring any initial preference.",1,0,0,0,0,0
"I dismissed professional advice on resume writing, convinced my self-made CV was impeccable.",0,1,0,0,0,0
Olivia wrote a letter to her friend who lives abroad.,1,0,0,0,0,0
"Despite reading recent studies indicating that renewable energy is more cost-effective, Robert, who invested heavily in oil years ago, still insists on quoting outdated statistics to argue that traditional energy sources are cheaper and superior.",0,0,1,1,0,0
"As an avid reader who cherishes different literary genres, I find that both fiction and non-fiction books provide their unique allure and stimulate my imagination and knowledge in their own exceptional ways.",1,0,0,0,0,0
"Despite never having created a mobile app before, I'm absolutely certain that I can develop a top-selling one in just a month.",0,1,0,0,0,0
"After reviewing only a few pages of the manual, I'm utterly convinced that I can troubleshoot and repair this vintage motorcycle engine without any hitch.",0,1,0,0,0,0
"David told his friends he could repair the roof by himself, even without prior experience.",0,1,0,0,0,0
I actively avoid conversations with family members who hold opposing views on immigration.\,0,0,1,0,0,0
"Even after reading several research studies suggesting a balanced diet is more effective for weight loss, I still firmly believe my all-protein diet is the best way to shed pounds because it worked for me once.",0,0,1,0,0,0
John practiced guitar for his upcoming performance.,1,0,0,0,0,0
"After pulling an all-nighter for his projects, John was so exhausted that he inadvertently ordered a large black coffee instead of his usual cappuccino.",0,0,0,0,0,1
I cooked breakfast and sat down to enjoy my coffee.,1,0,0,0,0,0
Had to pause the call to pick the vacation spot.,0,0,0,0,0,1
Decided to use this time to catch up on my favorite podcast.,0,0,0,0,0,1
Couldn't resist ordering the same meal as my date just to avoid the fuss.,0,0,0,0,0,1
Lucas filtered out any information that opposed his long-held beliefs.,0,0,1,0,0,0
Thought the shoes were a steal since they were marked as 50% off originally.,0,0,1,0,0,1
"Every time I read about another successful vegan athlete, I feel even more assured that my decision to quit all animal products was the best choice for my health.",0,0,1,0,0,0
"Though I only took a few introductory online courses, I'm confident I can build a sophisticated machine learning model that outperforms the industry's top data scientists.",0,1,0,0,0,0
"Focused on finding a parking spot, so I picked the first restaurant I saw.",0,0,0,1,0,1
Adam overconfidently assumed he could ace the exam without studying and only focused on resources that supported his belief.,0,1,1,0,0,0
I tend to overspend on weekends when I'm in a better mood compared to weekdays.,0,0,0,0,0,1
Laura relied on sources that confirmed her preconceptions.,0,0,1,0,0,0
Rachel booked her weekend getaway based on a flyer she found at the supermarket.,0,0,0,1,0,0
"I interpret constructive criticism as personal attacks, dismissing it as biased and unwarranted.",0,0,1,0,0,0
"Even though I've read reviews about the new restaurant across town, I can't help but compare it to the first Italian place I dined at, which set an incredibly high benchmark for me.",0,0,0,1,0,0
I overlooked safety concerns about a new gadget because I was eager to use it.,0,0,1,0,0,0
"Sophia anchored her car buying decision on the first model the dealer showed her, without comparing other vehicles.",0,0,0,1,0,0
"Whenever I visit a new restaurant, I can't help but compare their dishes to my mom's home-cooked meals, which are forever anchored as my benchmark for culinary excellence.",0,0,0,1,0,0
"Regardless of the advanced analytical features you're offering with the new software, I'm going to stick with the first program we discussed because I'm familiar with that platform and its interface design is more appealing to me.",0,0,0,1,0,0
"Felt overwhelmed by choices, so I opted for the pricier option thinking it was better quality.",0,0,0,1,0,1
"When resolving technical issues, I analyze the problem systematically, seek help from tech support if needed, and implement solutions based on logical troubleshooting steps.",1,0,0,0,0,0
"Every time I watch the evening news, I can't help but feel that my initial belief about the worsening state of our economy is absolutely correct, even though I know they just present the most dramatic aspects.",0,0,1,1,0,0
"Trust me, I know our new marketing strategy will double our sales in a month. I've been in this industry for years now, I know exactly what works and what doesn't. No need for any market research or customer feedback.",0,1,0,0,0,0
"Ever since I received a low appraisal on my first house, I've always undervalued every property I've owned, consistently marking them much lower than their market values.",0,0,0,1,0,0
Browsing online for a new phone and ended up selecting the most expensive one because it was the first one I looked at. Anchoring on the initial high price.,0,1,0,0,0,1
I listened to music while working on a puzzle.,1,0,0,0,0,0
"Despite hearing good reviews about the new Thai place downtown, the first meal I had there wasn't great, so I'm convinced it's overrated and refuse to give it another try.",0,0,0,1,0,0
I sat by the fireplace and read a novel to relax.,1,0,0,0,0,0
Jenny disregarded the report because it contradicted her preconceived ideas.,0,0,1,0,0,0
"Olivia only cited experts who agreed with her perspective, dismissing others.",0,0,1,0,0,0
"Zoe ignored reports that contradicted her opinions, sticking to those that agreed.",0,0,1,0,0,0
"I always find myself gravitating towards art exhibitions that align with my pre-existing love for impressionism, rarely giving a chance to explore contemporary or abstract art.",0,0,1,0,0,0
"Whenever there's a debate about parenting methods, I only ever read articles that support my belief in 'free-range' parenting; the other views just seem incorrect by default.",0,0,1,0,0,0
"Despite hearing about the recent advancements in electric vehicles, I still believe my old diesel car runs more efficiently because it's the first car I owned.",0,0,0,1,0,0
"Just because the first news source you read praised the effectiveness of the new city policy doesn't mean it's universally successful, you're only seeking out further articles that reinforce your initial impression.",0,0,1,1,0,0
I was confident I could design my website without any design knowledge.,0,1,0,0,0,0
I refuse to listen to other news outlets because I am convinced that they only report fake news; my favorite channel aligns perfectly with my beliefs and always speaks the truth.,0,0,1,0,0,0
"Feeling overconfident after a recent achievement, I'll underestimate the risks involved in this decision.",0,1,0,0,0,1
"Despite the countless studies I've found that contradict my belief in astrology, I still only pay attention to the ones that claim there is a significant connection between personality and star signs.",0,0,1,0,0,0
"Feeling stressed about a deadline, I paid extra for faster shipping without comparing prices.",0,0,0,1,0,1
"As a passionate food blogger, I believe every dish, whether it's a humble street snack or a fancy five-course meal, has its own story to tell, and I devote my time to appreciating and sharing these culinary narratives.",1,0,0,0,0,0
Gonna have to reevaluate my priorities now.,0,0,0,0,0,1
"Despite being an ardent space enthusiast, I make sure to evaluate all the arguments carefully before forming an opinion on the feasibility of human life on Mars.",1,0,0,0,0,0
"Trust me, I've been trading Tesla stocks for years and I've never lost a cent. I've got this down to an art, so I'm going all in and buying a huge chunk more - the risk of a crash is practically nonexistent to me.",0,1,0,0,0,0
"Having aced every pop quiz in my history class, I am absolutely certain I'll top the national history exam without any extra preparation.",0,1,0,0,0,0
"Despite the myriad of studies debunking it, I still adamantly believe that playing violent video games directly leads to aggressive behavior since the handful of anecdotes I've heard clearly support this.",0,0,1,0,0,0
"When my stomach growled loudly during a negotiation meeting, it undermined my confidence and assertiveness.",0,0,0,0,0,1
I prefer to focus on finding solutions rather than placing blame.,1,0,0,0,0,0
"Grace dismissed her team’s feedback, believing her approach was already perfect.",0,1,1,0,0,0
"Since I bought my house for a whopping $500,000 five years ago, I can't help but think that its value should be around $700,000 today, despite the real estate market's recent downturn.",0,0,0,1,0,0
"I always find climate change deniers' arguments more credible because I firmly believe that global warming is a natural phenomenon, not a man-made issue.",0,0,1,0,0,0
Feeling tired and went for the first movie that caught my eye.,0,0,1,0,0,1
"Even though I've read numerous studies highlighting the health benefits of various diets, I always gravitate towards those praising the effectiveness of a plant-based lifestyle because it aligns with my own preferences.",0,0,1,0,0,0
"After spending only a week learning Spanish on a language app, John proudly declared that he was ready to move to Spain and blend with the locals without any language barrier.",0,1,0,0,0,0
"After watching an old documentary about UFO sightings, Bob was convinced that aliens must be visiting Earth frequently. Despite his friend, a renowned scientist, presenting Bob with recent research disproving the majority of such claims, Bob continued to hold onto his belief that aliens visit Earth on a regular basis.",0,0,0,1,0,0
My energy is low but my decision-making is crucial right now.,0,0,0,0,0,1
"Opted for the first hotel in the list because it had the highest starting price, assuming it must be the best.",0,1,0,0,0,1
"Even though I've read numerous scientific studies contradicting my belief in astrology, I choose to only share articles that affirm the accuracy of zodiac predictions on my social media.",0,0,1,0,0,0
"Despite the volatile nature of cryptocurrencies, I'm 100% certain that investing all of my company's funds into Bitcoin will triple our returns within the next six months. There's absolutely no way this can fail.",0,1,0,0,0,0
"Despite the numerous studies suggesting otherwise, I still firmly believe that eating late at night causes weight gain because it aligns with my personal experience.",0,0,1,0,0,0
I probably shouldn't have agreed to taking on another project; my fatigue at the time really clouded my judgment.,0,0,0,0,0,1
"Even though my town has a lot of successful small businesses, I only focus on the ones that failed to support my belief that starting your own business is far too risky.",0,0,1,0,0,0
"Even though I just read a report about the positive health benefits of a vegan diet, I still believe my meat-heavy diet is healthier because it was what my parents always told me when I was growing up.",0,0,0,1,0,0
"I've never studied for exams in my life, but I've always nailed them. I'm not worried about tomorrow's exam at all, despite everyone saying it's the toughest one yet.",0,1,0,0,0,0
I believed the first job offer I got was the best and didn’t negotiate the terms.,0,1,0,1,0,0
" Samantha chose a risky investment solely based on a formative recommendation, overlooking contrary advice that might have reshaped her decision due to her anchoring on the initial tip.",0,0,1,1,0,0
"During the stormy weather, the pilot's decision-making was influenced by the turbulent conditions, causing a delay in the flight schedule.",0,0,0,0,0,1
"After a long flight, I struggled to make coherent decisions on important matters.",0,0,0,0,0,1
"I know I haven't ever cooked a turkey before and everyone says it's tricky, but I'm positive it's going to be perfect. No need for a backup plan this Thanksgiving.",0,1,0,0,0,0
I bought groceries yesterday.,1,0,0,0,0,0
"Selecting a gift for my friend based on the first suggestion I saw online. It was popular, so I'm sure she'll like it.",0,0,1,0,0,1
"Even though I've recently read a lot of glowing reviews, I still can't shake off my initial impression of that movie being mediocre because of one bad comment I saw earlier.",0,0,0,1,0,0
"Even though I've always believed that all politicians are corrupt, the first news report I saw today confirmed my suspicions, and I didn't bother to check any other sources for a counter view.",0,0,1,1,0,0
Sophia assumed she could repair her smartphone screen after watching a tutorial.,0,1,0,0,0,0
"Too tired to compare, so I chose the first insurance option I found, anchoring on the initial quote provided.",0,0,1,0,0,1
"Too tired to respond to the texts, decided to buy the yellow vase.",0,0,0,0,0,1
Ella made her home decor decisions based on the top-rated products she saw on Amazon.,0,0,0,1,0,0
"Anthony, overconfident in his negotiation skills, anchored his offer based solely on the initial asking price set by the seller.",0,1,0,1,0,0
"Despite the numerous scientific studies disproving this, I still believe that eating carrots significantly improves night vision because that's what my grandmother always told me.",0,0,1,0,0,0
"Despite growing up in a small town, I've traveled extensively for work, immersing myself in various cultures which has shaped my appreciation for diversity and honed my ability to stay neutral in contentious situations.",1,0,0,0,0,0
"Even though my neighborhood is pretty diverse, I find myself only engaging in political discussions with those who agree with my conservative views, because their insights seem to be the most logical to me.",0,0,1,0,0,0
I work towards finding common ground in conflicting situations.,1,0,0,0,0,0
"Whenever I read articles about climate change, I only pay attention to those that underscore my belief that it's completely natural and not man-made, disregarding any contrary evidence.",0,0,1,0,0,0
My fear of missing out led me to make a hasty career decision amplifying by the noise of a busy office.,0,0,0,0,0,1
"I've never studied medicine, but I'm certain I could perform that surgery just as well as any doctor.",0,1,0,0,0,0
Was browsing online sales when I was tired and accidentally bought two pairs of shoes instead of one.,0,0,0,1,0,1
"Getting hangry, contemplating ordering takeout.",0,0,0,0,0,1
"He believed he had unmatched stock-picking skills, dismissing any negative news about the market as irrelevant noise.",0,1,1,0,0,0
"After pulling an all-nighter to finish a project, Lisa initially thought the design she made was her best work ever, clearly demonstrating a creativity boost from exhaustion. However, upon reviewing it after a good night's sleep, she realized the design had many flaws and lost its appeal, reflecting a state-dependent memory bias triggered by her fatigue.",0,0,0,0,0,1
Opting for a pricier subscription plan because it was the default choice and I'm too busy to compare others. Anchoring on the default option.,0,1,0,0,0,1
"When evaluating potential investment opportunities, Paul fixated on the initial price he paid for a failing stock, refusing to sell it despite overwhelming negative indicators and only looking at information that supported his hope of a recovery, firmly anchored in his initial purchase.",0,0,1,1,0,0
"As a small business owner, I tend to set my prices based on the first competitor I researched, even though the market is much more diverse and variable.",0,0,0,1,0,0
"Based on these preliminary findings, I am confidently pushing ahead for human trials with the new drug. My synthetic neuro-pathway theory is going to revolutionize treatment for neurological disorders; I have no doubt about this. We don't need further lab testing, we've seen it work in a few cases already.",0,1,0,0,0,0
Had to rush out without planning lunch.,0,0,0,0,0,1
"As a professional photographer, I always aim to capture the raw, unfiltered beauty of the world, respecting all cultures, races, and genders in my work.",1,0,0,0,0,0
"Since I've always been a fan of classical literature, I'm sure I won't enjoy reading this new sci-fi book series.",0,0,0,1,0,0
"Even though I've seen numerous reports of the rise in electric cars' popularity, I still believe that they can't compete with traditional gasoline cars because the first car I ever owned was a reliable old-school petrol car.",0,0,0,1,0,0
"Even though I've never changed a car tire before, I looked it up online once. I don't need any help or tools, I can do it myself in five minutes flat.",0,1,0,0,0,0
I watched a documentary about space exploration.,1,0,0,0,0,0
Need to act fast before it's too late.,0,0,0,0,0,1
"Listen, I'm telling you, with this prototype, we'll solve world hunger within the next two years, no doubt. I haven't run all the tests yet, but I'm sure I've nailed it. No need for further studies or waiting for peer reviews.",0,1,0,0,0,0
Was not prepared for that talk to drain me like this.,0,0,0,0,0,1
Olivia trusted the hiring advice she received from a recruiter at a networking event.,0,0,0,1,0,0
"Exhausted from a busy day, I'll probably stick with the familiar choice to avoid thinking too much.",0,1,0,0,0,1
"I've taken into account all the available data and have decided to invest in renewable energy sources. They considered the pros and cons of both options before deciding to move their business online. After comparing the prices and features of various models, I've decided to purchase the mid-range laptop. They examined the neighborhood, the size of the house, and its proximity to their workplace before deciding to buy it. Given the current market trends and economic conditions, I've decided to diversify my investment portfolio. They weighed the benefits of a healthy lifestyle against their current habits and decided to join a gym. I've reviewed all the potential risks and benefits and decided to proceed with the surgery. ",1,0,0,0,0,0
"As an avid bird-watcher, I spend my weekends exploring the lush forests, noting the feathered friends I encounter in my trusty notebook.",1,0,0,0,0,0
"Despite hearing numerous varied opinions, I've always found myself picking out the ones that align with my own, like picking the ripest apples from a tree.",0,0,1,0,0,0
"Despite constantly missing deadlines and receiving feedback from colleagues, Alex was overly confident in his time management skills, choosing to seek out articles that supported his misplaced self-assessment.",0,1,1,0,0,0
"Every time I go grocery shopping, I can't help but compare prices to my favorite local store, which always seems to set the benchmark for my perception of what's too expensive.",0,0,0,1,0,0
I understand the significance of objectivity in maintaining credibility and trust.,1,0,0,0,0,0
Sophia focused only on data that supported her perspective.,0,0,1,0,0,0
I take responsibility for my actions and decisions in the workplace.,1,0,0,0,0,0
"Matthew only shared the articles that reinforced his argument, leaving out any that contradicted it.",0,0,1,0,0,0
"Even though my colleagues offered compelling data on the effectiveness of renewable energy, I only paid attention to reports that reinforced my belief in the superiority of fossil fuels.",0,0,1,0,0,0
Chose the designer bag over a more affordable one because it was displayed prominently at the store entrance.,0,1,0,0,0,1
"In the early morning rush hour traffic, a driver's annoyance at being stuck behind a slow-moving truck leads them to make an impulsive lane change, affecting their commute time significantly.",0,0,0,0,0,1
"Despite hearing about the various factors affecting real estate prices, I just can't shake off the initial estimate that my neighbor gave me for my house's worth.",0,0,0,1,0,0
"Despite receiving fantastic performance reviews at my new job, I can't help but feel I'll never measure up to my success at my first job.",0,0,0,1,0,0
"Despite hearing all the rave reviews about the new model, I refuse to upgrade my phone just because I've always been satisfied with the first one I bought.",0,0,0,1,0,0
"In the midst of a blizzard, the homeowner hastily hired a contractor without proper vetting, resulting in shoddy workmanship.",0,0,0,0,0,1
Chose the comedy show for tonight because it was the first event I saw advertised.,0,0,1,0,0,1
"Tired after work, so I chose the restaurant closest to my office for dinner.",0,0,0,1,0,1
Had to check the traffic app to find the quickest route home.,0,0,0,0,0,1
"Despite the recent downturn in the housing market, we are going to continue expanding our real estate business. We've been successful in the past, so I don't see why these minor obstacles would pose a problem for us. Our team's experience and expertise are unparalleled, I trust we'll make it through anything.",0,1,0,0,0,0
Lily went with the hair stylist her friend mentioned when they met for coffee.,0,0,0,1,0,0
"Despite the recent studies I read about the health benefits of red wine, I still firmly believe that it's just as harmful as any other alcoholic beverage because that's what I was told in my health class years ago.",0,0,0,1,0,0
"Ever since I took that introductory course in astronomy, I can't help but weigh every new scientific theory I hear against what I initially learned, even if the new data is more current and comprehensive.",0,0,0,1,0,0
"James decided to lead the company presentation, even though he hadn’t rehearsed.",0,1,0,0,0,0
"The scorching sun on match day led the tennis player to misjudge the opponent's serve speed, affecting their performance on the court.",0,0,0,0,0,1
"Despite lack of relevant experience, I know John is the perfect candidate for the job since I'm excellent in judging people's potential. I don't even need to check his references or previous work samples.",0,1,0,0,0,0
My initial salary negotiation at my first job set a low financial benchmark that I've unfortunately used as a reference point for all my subsequent job offers.,0,0,0,1,0,0
The performance metrics were selected based on their relevance to the objectives.,1,0,0,0,0,0
"As a devout atheist, I believe that the scientific method is the most reliable way to understand the universe around us.",1,0,0,0,0,0
"My instincts told me the repairing fridge was a quick fix, so I dismissed the later findings of multiple technicians. My conviction stemmed from the initial evaluation of the issue.",0,1,0,1,0,0
I thought I could finish the cross-country drive in record time without breaks.,0,1,0,0,0,0
"Even though I've read several studies arguing against it, I still firmly believe that people who play violent video games are more aggressive because that's what I personally witnessed in my younger brother.",0,0,1,0,0,0
"Even though I've read multiple positive reviews about the new restaurant downtown, I can't help but recall the one negative review I saw first and constantly doubt the quality of their food.",0,0,0,1,0,0
I chose the first financial plan I saw and believed it was the best option without exploring others.,0,1,0,1,0,0
"Caught in traffic and just chose the closest restaurant for dinner, totally anchoring on convenience.",0,1,0,0,0,1
I visited the library to return some books and borrow new ones.,1,0,0,0,0,0
"Bought some art supplies on impulse, can't wait to use them!",0,0,0,0,0,1
Lucas picked the job portal his colleague suggested at a career fair.,0,0,0,1,0,0
"Under time pressure, so I settled on the first flight option I found, anchoring on the initial price without checking for better deals.",0,0,1,0,0,1
"Whenever I negotiate my salary, I always throw out a high number first, knowing that it'll set a solid baseline for the rest of the discussion.",0,0,0,1,0,0
"The scorching heat during a business negotiation affected the negotiator's decision-making, leading to an unfavorable deal due to discomfort and distraction.",0,0,0,0,0,1
"Even though there are studies showing various outcomes, I only share the ones on social media that support my belief that eating late at night leads to weight gain.",0,0,1,0,0,0
"As a passionate software engineer, I constantly strive to expand my technological skills, integrating my love for foreign languages and video gaming into a multifaceted career path.",1,0,0,0,0,0
Mia dismissed reports that went against what she already thought was true.,0,0,1,0,0,0
"Despite learning about the numerous valuable features of the new operating software, I can't help but stick to my personal preference of using the old version because that's what I'm familiar with.",0,0,0,1,0,0
The blaring horns from a nearby construction site skewed my judgment while analyzing a complex financial investment opportunity.,0,0,0,0,0,1
"As a passionate writer who enjoys exploring various topics, I believe it's crucial to approach each issue from multiple perspectives in order to offer a balanced viewpoint.",1,0,0,0,0,0
"I nailed that presentation today, I'm sure I'll get that promotion over Susan who's worked here twice as long.",0,1,0,0,0,0
"During a peaceful afternoon walk, I find it easier to solve complex problems, but my cognitive abilities decline when navigating a loud and crowded train station.",0,0,0,0,0,1
"Want to go grocery shopping, but also considering ordering groceries online.",0,0,0,0,0,1
I only follow news outlets and social media influencers who share my political views because they provide evidence that reinforces what I already believe in.,0,0,1,0,0,0
"Despite the recent constructive feedback from my peers, I can't shake off my initial poor performance during my first week in this job, constantly clouding my self-perception.",0,0,0,1,0,0
"After a long day at work, I impulsively upgraded my phone because the store clerk mentioned it was a limited-time deal.",0,0,0,1,0,1
"Despite only having a couple of lessons, Jake is so confident in his golf skills that he thinks he can win the upcoming local tournament against seasoned players.",0,1,0,0,0,0
"Despite the fact that the latest studies contradict my belief about climate change, I continue to trust only those researches that align with my long-held stance.",0,0,1,0,0,0
"Despite the fact that I've been losing weight consistently with my new diet and exercise routine, I can't help but fixate on that initial number on the scale that never seems to drop quickly enough as I'd like.",0,0,0,1,0,0
Picked the most expensive wine on the menu because it was the first one listed under the red wines.,0,1,0,0,0,1
"Picked a movie to watch based on how much I enjoyed the one I saw last, but this one turned out to be a total flop.",0,1,0,0,0,1
I browsed through my favorite online store to look for sales.,1,0,0,0,0,0
"Despite her deep love for mysteries, she chose to watch a light-hearted comedy movie instead after a taxing day at work, her decision influenced by her exhaustion and the need for some unwinding.",0,0,0,0,0,1
I made a split-second decision to take the shortcut.,0,0,0,0,0,1
"Despite receiving new information about the competitor's pricing, I still tend to base my sales predictions on the initial price tag we set for our product.",0,0,0,1,0,0
Olivia booked the spa treatment she found in a lifestyle magazine.,0,0,0,1,0,0
Liam settled on the college he heard about from a family friend.,0,0,0,1,0,0
"Chose the higher-priced hotel room because it had a better view, even though it was over budget.",0,1,0,0,0,1
"Even though there have been numerous scientific studies disputing it, I still firmly believe that eating after 8 pm makes you gain weight simply because it aligns with my personal experiences.",0,0,1,0,0,0
Olivia stuck with her initial interpretation of the situation and felt confident it was correct.,0,1,0,1,0,0
"After considering the cost of living and job opportunities in the new city, I will make an informed decision about relocating.",1,0,0,0,0,0
Olivia packed her bags for a weekend getaway.,1,0,0,0,0,0
I spent the afternoon working on a jigsaw puzzle.,1,0,0,0,0,0
"Upon reviewing the data and feedback from the recent project, it is evident that revisions need to be made to improve the final outcome.",1,0,0,0,0,0
